vrg_id;megnevezes;marka_gyarto;gyartoi_cikkszam;gtin;kategoria_fo;kategoria_al;kategoria_ut;kategoria_forras;kategoria_javaslat_fo;kategoria_javaslat_al;tomeg_kg;egyseg;becsult_netto_ar_huf;becsult_brutto_ar_huf;ar_megfigyeles_datum;gyartoi_termek_link;megjegyzes;kedvenc;daniella_cikkszam;daniella_netto_egysegar_huf;daniella_brutto_egysegar_huf;daniella_listaar_netto_huf;daniella_engedmeny_szazalek;daniella_kiszereles;daniella_kiszereles_mennyiseg;daniella_aktualis_brutto_ar_huf;daniella_keszlet_db;daniella_termek_link;daniella_ar_ellenorizve;rendelesek_szama;osszes_rendelt_mennyiseg;elso_rendeles;utolso_rendeles;legacy_id;forras
VRG-0159;Telefon Moduláris dugó 8P8C árnyékolt Cat 5-hoz (FTP);N/A;;;Automatizálás;Adat- és telekommunikáció;/Automatizálás/;daniella-webshop;Gyengeáram és adathálózat;Csatlakozók és aljzatok;;db;102,92;131;2026.09.08;;;;SOM0889;102,92;131;124;17;1 db;1;157;780;https://daniella.hu/telefon-modularis-dugo-8p8c-cat-5-hoz-csat-t004-ftp-id-som0889;2026-09-20T08:06:06.488Z;1;5;2026.09.08;2026.09.08;SOM0889;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0160;F-csatlakozó FF 1;Somogyi Elektronic;;5998312711774;Automatizálás;Adat- és telekommunikáció;/Automatizálás/;daniella-webshop;Gyengeáram és adathálózat;Csatlakozók és aljzatok;0,003;db;53,12;67;2026.07.31;;;;SOMFF1;53,12;67;;;1 db;1;81,28;25536;https://daniella.hu/f-csatlakozo-ff-1-id-somff1;2026-09-20T08:06:07.506Z;1;8;2026.07.31;2026.07.31;SOMFF1;email:visszaigazolas
VRG-0161;Telefon Moduláris dugó 8P8C-hez törésgátló TS 52/WH fehér;Somogyi Elektronic;;5998312741818;Automatizálás;Adat- és telekommunikáció;/Automatizálás/;daniella-webshop;Gyengeáram és adathálózat;Csatlakozók és aljzatok;0,002;db;48,14;61;2026.09.08;;;;SOMTS52WH;48,14;61;58;17;1 db;1;73,66;12841;https://daniella.hu/telefon-modularis-dugo-8p8c-hez-toresgatlo-ts-52-wh-feher-id-somts52wh;2026-09-20T08:06:08.644Z;1;5;2026.09.08;2026.09.08;SOMTS52WH;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0162;Gipszkarton doboz 1-es, d68mm, 47mm mély, narancssárga (E-115 18345 helyett) Stilo;Stilo;1012;5999562410127;Installáció technika;Süllyesztett kötődobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Gipszkarton dobozok;0,024;db;162,54;206;2026.09.01;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI1012_tanusitvany.pdf;;;STI1012;162,54;206;;;10 db;10;;2295;https://daniella.hu/gipszkarton-doboz-1-es-d68mm-47mm-mely-narancssarga-sti1012-stilo-id-sti1012;2026-09-20T08:06:09.632Z;1;13;2026.09.01;2026.09.01;STI1012;email:visszaigazolas
VRG-0163;TS-sín 0.5 fm-es 35mm perforált, 1mm vastag, Stilo;Stilo;1123;5999562411230;Kapcsolóberendezések és szekrények;Kalapsínek;/Elosztószekrények és tartozékai/Kapcsolóberendezések és szekrények/;daniella-webshop;Kismegszakítók és védelmek;Sínek és szerelési tartozékok;0,14;db;339,79;432;2026.08.24;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI1123_tanusitvany.pdf;;;STI1123;339,79;432;;;1 db;1;558;690;https://daniella.hu/ts-sin-0-5-fm-es-35mm-perforalt-1mm-vastag-stilo-sti1123-id-sti1123;2026-09-20T08:06:10.521Z;1;1;2026.08.24;2026.08.24;STI1123;email:visszaigazolas + xlsx/mail:deseo2 másolata.xlsx
VRG-0164;Kötődoboz 150x110x70 membrános IP65 Stilo /S-BOX helyett/;Stilo;1497;5999562414972;Installáció technika;Falon kívüli dobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Falon kívüli kötődobozok;0,233;db;963,2;1223;2026.09.08;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI1497_tanusitvany.pdf;;;STI1497;963,2;1223;1120;14;1 db;1;1422,01;1784;https://daniella.hu/kotodoboz-150x110x70-membranos-halogenmentes-ip65-stilo-sti1497-id-sti1497;2026-09-20T08:06:11.582Z;1;4;2026.09.08;2026.09.08;STI1497;email:modositas + pdf:Megrendelés visszaigazolás
VRG-0165;Kötődoboz 100x100x70 sima falú IP65 Stilo /S-BOX helyett/;Stilo;1501;5999562415016;Installáció technika;Falon kívüli dobozok és fedelek;/Szerelvény- és kötődobozok/Installáció technika/;daniella-webshop;Szerelvény- és kötődobozok;Falon kívüli kötődobozok;0,13;db;575,34;731;2026.09.08;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI1501_tanusitvany.pdf;;;STI1501;575,34;731;;;1 db;1;850;4398;https://daniella.hu/kotodoboz-100x100x70-sima-falu-halogenmentes-ip65-stilo-sti1501-id-sti1501;2026-09-20T08:06:12.696Z;1;1;2026.09.08;2026.09.08;STI1501;email:modositas + email:visszaigazolas + xlsx/mail:anyagar_sablon50_garázs földelés.xlsx
VRG-0166;Vezeték nélküli csengő dugaljas, 300m IP44, AC 230V beltéri egységgel Stilo;Stilo;1603;5999562416037;Automatizálás;Csengők;/Csengők és kaputelefonok/Automatizálás/;daniella-webshop;Érzékelők és automatika;Okos eszközök és csengők;0,137;db;4291,4;5450;2026.07.31;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI1603_tanusitvany.pdf;;;STI1603;4291,4;5450;;;1 db;1;6337;379;https://daniella.hu/vezetek-nelkuli-csengo-300m-ip44-nyomogombos-ac-230v-belteri-egyseggel-1xcr2032-tartozek-kulteri-egyseg-stilo-sti1603-id-sti1603;2026-09-20T08:06:13.579Z;1;1;2026.07.31;2026.07.31;STI1603;email:visszaigazolas
VRG-0167;Wi-Fi okos dugalj (2P+F), 1x16A, fehér Stilo;Stilo;1628;5999562416280;;;;;Érzékelők és automatika;Okos eszközök és csengők;0,133;db;3431,4;4358;2026.06.17;;;;STI1628;3431,4;4358;;;1 db;1;4054,01;947;https://daniella.hu/okos-smart-wifi-dugalj-2p-f-aljzat-max-3680w-alkalmazassal-vezerelheto-sti1628-stilo-id-sti1628;2026-09-20T08:06:14.469Z;1;1;2026.06.17;2026.06.17;STI1628;email:visszaigazolas
VRG-0168;Multikapocs, Vario összekötő horganyzott M10 Rd8-10 BLKLEUNIVZ2-10VK-40;Stilo;1784;5999562417843;Villámvédelem;Összekötők, rögzítő elemek;/Villámvédelmi felfogó és levezető rendszerek/Villámvédelem/;daniella-webshop;Villámvédelem és földelés;Földelők és földelő tartozékok;0,01;db;435,16;553;2026.09.08;;;;STI1784;435,16;553;;;1 db;1;643;5687;https://daniella.hu/multikapocs-vario-osszekoto-horganyzott-m10-rd8-10mm-sti1784-stilo-id-sti1784;2026-09-20T08:06:15.728Z;1;1;2026.09.08;2026.09.08;STI1784;email:modositas + email:visszaigazolas + xlsx/mail:anyagar_sablon50_garázs földelés.xlsx
VRG-0169;Fővezeték sorkapocs 2x 25/2x25mm2 szürke HLAK 25-1/2, Stilo;Stilo;284;5999547612843;Energiaelosztás;Fővezeték sorkapcsok, elosztókapcsok és elosztóblokkok;/Áramelosztás/Energiaelosztás/;daniella-webshop;Kötéstechnika;Fővezetéki sorkapcsok;0,0625;db;674,25;856;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI284_tanusitvany.pdf;;;STI284;674,25;856;;;1 db;1;1142;11952;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x25mm2-szurke-hlak-25-1-2-sti284-stilo-id-sti284;2026-09-20T08:06:16.694Z;1;3;2026.06.12;2026.06.12;STI284;email:visszaigazolas + pdf:Ajánlat
VRG-0170;Fővezeték sorkapocs 2x 25/2x25mm2 kék HLAK 25-1/2, Stilo;Stilo;285;5999547612850;Energiaelosztás;Fővezeték sorkapcsok, elosztókapcsok és elosztóblokkok;/Áramelosztás/Energiaelosztás/;daniella-webshop;Kötéstechnika;Fővezetéki sorkapcsok;0,0625;db;696,75;885;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI285_tanusitvany.pdf;;;STI285;696,75;885;;;1 db;1;1180;5319;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x25mm2-kek-hlak-25-1-2-sti285-stilo-id-sti285;2026-09-20T08:06:17.723Z;1;1;2026.06.12;2026.06.12;STI285;email:visszaigazolas + pdf:Ajánlat
VRG-0171;Fővezeték sorkapocs 2x 25/2x25mm2 z/s HLAK 25-1/2, Stilo;Stilo;286;5999547612867;Energiaelosztás;Fővezeték sorkapcsok, elosztókapcsok és elosztóblokkok;/Áramelosztás/Energiaelosztás/;daniella-webshop;Kötéstechnika;Fővezetéki sorkapcsok;0,0625;db;696,75;885;2026.06.12;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI286_tanusitvany.pdf;;;STI286;696,75;885;;;1 db;1;1180;4063;https://daniella.hu/fovezetek-sorkapocs-2x-25-2x25mm2-z-s-hlak-25-1-2-sti286-stilo-id-sti286;2026-09-20T08:06:18.628Z;1;1;2026.06.12;2026.06.12;STI286;email:visszaigazolas + pdf:Ajánlat
VRG-0172;Szemes csősaru ST- 50-10 Stilo;Stilo;671;5999547616711;Installáció technika;Réz kábelsaruk;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Érvéghüvelyek és saruk;0,02;db;481,6;612;2026.09.08;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI671_tanusitvany.pdf;;;STI671;481,6;612;;;50 db;50;711;1638;https://daniella.hu/szemes-csosaru-st-50-10-stilo-sti671-id-sti671;2026-09-20T08:06:19.541Z;1;1;2026.09.08;2026.09.08;STI671;email:modositas + email:visszaigazolas + xlsx/mail:anyagar_sablon50_garázs földelés.xlsx
VRG-0173;Érvéghüvely szigetelt 10/12 elefántcsont E10-12 Stilo;Stilo;746;5999547617466;Installáció technika;Érvéghüvelyek;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Érvéghüvelyek és saruk;0,00063;db;13,76;17;2026.09.08;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI746_tanusitvany.pdf;;;STI746;13,76;17;16;14;100 db;100;20,32;156400;https://daniella.hu/erveghuvely-szigetelt-10-12-elefantcsont-e10-12-stilo-sti746-id-sti746;2026-09-20T08:06:20.494Z;2;200;2026.08.18;2026.09.08;STI746;email:modositas + email:visszaigazolas + pdf:Megrendelés visszaigazolás
VRG-0174;Érv.h. szig. 10/18 elefántcsont E10-18 Stilo;Stilo;747;5999547617473;Installáció technika;Érvéghüvelyek;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Érvéghüvelyek és saruk;0,00063;db;;;;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI747_tanusitvany.pdf;;;STI747;;;;;;;22,86;62200;https://daniella.hu/erveghuvely-szigetelt-10-18-elefantcsont-e10-18-stilo-sti747-id-sti747;2026-09-20T08:06:21.404Z;1;100;2026.08.27;2026.08.27;STI747;email:beerkezes + xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0175;MCSN 100x60 (szél/mag) 2m/szál STILO (18 fm/köteg);Stilo;942;5999547619422;Installáció technika;Műanyag kábelcsatornák;/Kábelcsatornák/Kábelek, csövek rögzítés technikája/Installáció technika/;daniella-webshop;Installáció technika;Kábelcsatornák és parapetcsatornák;0,75;fm;1124,25;1428;2026.06.17;https://3dgroup.cloud/PIM_MIME/MD09_tanusitvany/STI942_tanusitvany.pdf;;;STI942;1124,25;1428;;;2 fm;2;1904;3052;https://daniella.hu/mcsn-100x60-szelesseg-magassag-vezetekcsatorna-feher-sti942-stilo-18-fm-koteg-id-sti942;2026-09-20T08:06:22.272Z;1;2;2026.06.17;2026.06.17;STI942;email:visszaigazolas
VRG-0176;Érv.h. iker 2* 6,0/14 sárga E22I Tracon;Tracon;E22I;5997374102940;Installáció technika;Érvéghüvelyek;/Kábel/vezeték szerelési és csatlakozó anyagok/Installáció technika/;daniella-webshop;Kötéstechnika;Érvéghüvelyek és saruk;0,0008;db;78,85;100;2026.08.24;https://cdn.traconelectric.com/static/attachment/ce_2022/COC_E_2022_hu_en.pdf;;;TRAE22I;78,85;100;;;100 db;100;121,01;200;https://daniella.hu/erveghuvely-iker-2-6-0-14-sarga-e22i-tracon-id-trae22i;2026-09-20T08:06:23.278Z;1;20;2026.08.24;2026.08.24;TRAE22I;email:visszaigazolas
VRG-0177;Szig.szalag 20x19 fehér Tracon;Tracon;;5997374106085;Installáció technika;Ragasztók és tömítőanyagok;/Csavarok és rögzítéstechnika/Installáció technika/;daniella-webshop;Munkavédelem és segédanyagok;Szerelési segédanyagok;0,09;db;471,44;599;2026.07.27;https://cdn.traconelectric.com/static/attachment/ce_2020/COC_szigszalag_2015-863_hu_en.pdf;;;TRAFEH20;471,44;599;;;10 db;10;721;5576,9;https://daniella.hu/szigetelo-szalag-20x19-feher-tracon-feh20-id-trafeh20;2026-09-20T08:06:24.307Z;1;1;2026.07.27;2026.07.27;TRAFEH20;email:visszaigazolas
VRG-0178;MIK 40/60 kábelcsatorna fedéllel fehér, UV-álló, lángálló 012673 Univolt;Univolt;012673;9002579126731;Installáció technika;Műanyag kábelcsatornák;/Kábelcsatornák/Kábelek, csövek rögzítés technikája/Installáció technika/;daniella-webshop;Installáció technika;Kábelcsatornák és parapetcsatornák;0,459;fm;1019,16;1294;2026.08.24;https://www.dietzel.at/media/MIK_FEH_CE_hu.pdf;;;UNI012673;1019,16;1294;;;2 fm;2;1702,99;0;https://daniella.hu/mik-40-60-kabelcsatorna-fedellel-feher-uv-allo-langallo-012673-univolt-id-uni012673;2026-09-20T08:06:25.218Z;1;2;2026.08.24;2026.08.24;UNI012673;email:visszaigazolas
VRG-0179;Gégecső lépésálló 25/50 (szürke) FXP-TURBO 083271 Univolt;Univolt;083271;9002579832717;Installáció technika;Gégecsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,098;fm;182,4;232;2026.07.01;https://www.dietzel.at/media/FXP_SZU_CE_hu.pdf;;;UNI083271;182,4;232;;;50 fm;50;305;5850;https://daniella.hu/gegecso-lepesallo-25-50-szurke-fxp-turbo-083271-univolt-id-uni083271;2026-09-20T08:06:26.371Z;2;200;2026.06.30;2026.07.01;UNI083271;email:visszaigazolas
VRG-0180;Gégecső lépésálló 20/50 (fekete) UV-álló FXP-TURBO 084057 Univolt;Univolt;084057;9002579840576;Installáció technika;Gégecsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,067;fm;174,04;221;2026.07.27;https://www.dietzel.at/media/FXP_FEK_UV_CE_hu.pdf;;;UNI084057;174,04;221;;;50 fm;50;291;4200;https://daniella.hu/gegecso-lepesallo-20-50-fekete-uv-allo-fxp-turbo-084057-univolt-id-uni084057;2026-09-20T08:06:27.496Z;1;50;2026.07.27;2026.07.27;UNI084057;email:visszaigazolas
VRG-0181;Gégecső lépésálló 25/50 (fekete) UV-álló FXP-TURBO 084058 Univolt;Univolt;084058;9002579840583;Installáció technika;Gégecsövek;/Villanyszerelési védőcsövek és tartozékai/Installáció technika/;daniella-webshop;Installáció technika;Gégecsövek és védőcsövek;0,098;fm;231,8;294;2026.07.27;https://www.dietzel.at/media/FXP_FEK_UV_CE_hu.pdf;;;UNI084058;231,8;294;;;50 fm;50;386,99;4850;https://daniella.hu/gegecso-lepesallo-25-50-fekete-uv-allo-fxp-turbo-084058-univolt-id-uni084058;2026-09-20T08:06:28.372Z;1;50;2026.07.27;2026.07.27;UNI084058;email:visszaigazolas
VRG-0182;Számítógép vezeték CAT5 E - UTP fali CCA!! (0);N/A;;;Kábelek, vezetékek;Elektronikai és adatátviteli vezetékek;/Kábelek, vezetékek/;daniella-webshop;Gyengeáram és adathálózat;Adatkábelek;0,024;fm;122,43;155;2026.07.23;;;;VEZ1000091;122,43;155;;;1 fm;1;;15;https://daniella.hu/szamitogep-vezetek-cat5-e---utp-fali-cca-0-id-vez1000091;2026-09-20T08:06:29.641Z;1;30;2026.07.23;2026.07.23;VEZ1000091;email:visszaigazolas
VRG-0183;Számítógép vezeték CAT6 UTP;BITNER;;5902956351197;Kábelek, vezetékek;Elektronikai és adatátviteli vezetékek;/Kábelek, vezetékek/;daniella-webshop;Gyengeáram és adathálózat;Adatkábelek;0,036;;;;;;;;VEZ1000101;;;;;;;281;41785;https://daniella.hu/szamitogep-vezetek-cat6---utp-fali-rez-pvc-bitner-305-id-vez1000101;2026-09-20T08:06:30.507Z;0;0;;;VEZ1000101;xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0184;(989689 ) Számítógép vezeték CAT6 - UTP fali réz PVC (0) BITNER;Bitner;;;Kábelek, vezetékek;Elektronikai és adatátviteli vezetékek;/Kábelek, vezetékek/;daniella-webshop;Gyengeáram és adathálózat;Adatkábelek;0,038;fm;170,17;216;2026.09.08;;;;VEZ1000133;170,17;216;221;23;1 fm;1;;7849;https://daniella.hu/szamitogep-vezetek-cat6---utp-fali-rez-pvc-bitner-0-id-vez1000133;2026-09-20T08:06:31.487Z;3;112;2026.08.14;2026.09.08;VEZ1000133;email:modositas + email:visszaigazolas + email:beerkezes + pdf:Megrendelés visszaigazolás
VRG-0185;H07V-K 1x 1,5 fekete (100);N/A;;3875000260702;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,02;fm;78,54;100;2026.08.14;;;;VEZ1500004;78,54;100;;;100 fm;100;132;42500;https://daniella.hu/h07v-k-1x-1-5-fekete-100-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500004;2026-09-20T08:06:32.420Z;1;100;2026.08.14;2026.08.14;VEZ1500004;email:visszaigazolas
VRG-0186;H07V-K 1x 4 fekete (0);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,045;fm;222,53;283;2026.08.05;;;;VEZ1500032;222,53;283;;;1 fm;1;;2949;https://daniella.hu/h07v-k-1x-4-fekete-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500032;2026-09-20T08:06:33.588Z;2;21;2026.07.21;2026.08.05;VEZ1500032;email:visszaigazolas
VRG-0187;H07V-K 1x 4 kék (0);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,045;fm;222,53;283;2026.08.05;;;;VEZ1500034;222,53;283;;;1 fm;1;;1887;https://daniella.hu/h07v-k-1x-4-kek-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500034;2026-09-20T08:06:34.679Z;2;17;2026.07.21;2026.08.05;VEZ1500034;email:visszaigazolas
VRG-0188;H07V-K 1x 4 z/s (0);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,045;fm;222,53;283;2026.08.05;;;;VEZ1500044;222,53;283;;;1 fm;1;;1684;https://daniella.hu/h07v-k-1x-4-zold-sarga-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500044;2026-09-20T08:06:35.657Z;2;17;2026.07.21;2026.08.05;VEZ1500044;email:visszaigazolas
VRG-0189;10 mkh (H07V-K 1x10);N/A;;20210122;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;;;;;;;;VEZ1500064;;;;;;;909;23600;https://daniella.hu/h07v-k-1x-10-fekete-100-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500064;2026-09-20T08:06:37.494Z;0;0;;;VEZ1500064;xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0190;H07V-K 1x 10 fekete (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);N/A;;8591043565615;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;fm;566,72;720;2026.08.24;;;;VEZ1500065;566,72;720;;;1 fm;1;;9440,5;https://daniella.hu/h07v-k-1x-10-fekete-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500065;2026-09-20T08:06:39.062Z;5;51;2026.06.12;2026.08.27;VEZ1500065;email:visszaigazolas + email:beerkezes + pdf:Ajánlat
VRG-0191;10 mkh (H07V-K 1x10);N/A;;8591043297769;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;;;;;;;;VEZ1500066;;;;;;;904;10900;https://daniella.hu/h07v-k-1x-10-kek-100-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500066;2026-09-20T08:06:39.948Z;0;0;;;VEZ1500066;xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0192;H07V-K 1x 10 kék (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;fm;567,49;721;2026.08.24;;;;VEZ1500067;567,49;721;;;1 fm;1;;7049;https://daniella.hu/h07v-k-1x-10-kek-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500067;2026-09-20T08:06:40.864Z;4;27;2026.06.12;2026.08.27;VEZ1500067;email:visszaigazolas + email:beerkezes + pdf:Ajánlat
VRG-0193;10 mkh (H07V-K 1x10);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;;;;;;;;VEZ1500072;;;;;;;886;19400;https://daniella.hu/h07v-k-1x-10-zold-sarga-100-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500072;2026-09-20T08:06:41.787Z;0;0;;;VEZ1500072;xlsx/mail:anyagar_sablon_Laci.xlsx + Anyagok Forgáchba.eml
VRG-0194;H07V-K 1x 10 zöld/sárga (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,11;fm;572,88;728;2026.08.24;;;;VEZ1500073;572,88;728;;;1 fm;1;;7855;https://daniella.hu/h07v-k-1x-10-zold-sarga-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500073;2026-09-20T08:06:42.778Z;5;29;2026.06.12;2026.08.27;VEZ1500073;email:visszaigazolas + email:beerkezes + pdf:Ajánlat
VRG-0195;H07V-K 1x 16 zöld/sárga (0) 450/750V hajlékony egyerű sodrott vezeték (M-kh, Mkh);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV flexibilis elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,18;fm;885,5;1125;2026.06.12;;;;VEZ1500087;885,5;1125;;;1 fm;1;;2443;https://daniella.hu/h07v-k-1x-16-zold-sarga-0-450-750v-hajlekony-egyeru-sodrott-vezetek-m-kh-mkh-id-vez1500087;2026-09-20T08:06:43.651Z;1;6;2026.06.12;2026.06.12;VEZ1500087;email:visszaigazolas + pdf:Ajánlat
VRG-0196;H07V-U 1x 1,5 barna (100);N/A;;5907802001356;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,019;fm;79,31;101;2026.07.01;;;;VEZ1600010;79,31;101;;;100 fm;100;141;31000;https://daniella.hu/h07v-u-1x-1-5-barna-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600010;2026-09-20T08:06:44.746Z;2;400;2026.06.30;2026.07.01;VEZ1600010;email:visszaigazolas
VRG-0197;H07V-U 1x 1,5 fekete (100);N/A;;5907802001301;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,019;fm;79,31;101;2026.09.10;;;;VEZ1600012;79,31;101;;;100 fm;100;131;165600;https://daniella.hu/h07v-u-1x-1-5-fekete-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600012;2026-09-20T08:06:45.657Z;4;600;2026.06.30;2026.09.10;VEZ1600012;email:modositas + email:visszaigazolas
VRG-0198;H07V-U 1x 1,5 kék (100);N/A;;;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,019;fm;79,31;101;2026.07.27;;;;VEZ1600013;79,31;101;;;100 fm;100;131;191600;https://daniella.hu/h07v-u-1x-1-5-kek-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600013;2026-09-20T08:06:46.680Z;3;500;2026.06.30;2026.07.27;VEZ1600013;email:visszaigazolas
VRG-0199;H07V-U 1x 1,5 z/s (100);N/A;;5907802036167;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,019;fm;79,31;101;2026.07.27;;;;VEZ1600019;79,31;101;;;100 fm;100;130;185300;https://daniella.hu/h07v-u-1x-1-5-zold-sarga-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600019;2026-09-20T08:06:47.723Z;3;500;2026.06.30;2026.07.27;VEZ1600019;email:visszaigazolas
VRG-0200;H07V-U 1x 2,5 fekete (100);N/A;;5907802001318;Kábelek, vezetékek;Erősáramú vezetékek, kábelek < 1 kV rögzített elhelyezés;/Kábelek, vezetékek/;daniella-webshop;Vezetékek és kábelek;Sodrott és tömör erezetű vezetékek;0,03;fm;129,36;164;2026.07.27;;;;VEZ1600023;129,36;164;;;100 fm;100;209,99;127100;https://daniella.hu/h07v-u-1x-2-5-fekete-100-450-750v-egyeru-tomorvezetek-m-cu-mcu-id-vez1600023;2026-09-20T08:06:48.639Z;3;500;2026.06.30;2026.07.27;VEZ1600023;email:visszaigazolas
